point_id,utm_easting,utm_northing,utm_zone,elevation,array,Ellipsoidal_Ht,Ortho_Ht,mic_type,notes
SBT-6-76-28,662467.1205,6124282.045,11,641.866,SBT-6-76,622.265,641.866,EXTMIC,
SBT-6-76-29,662499.8657,6124290.184,11,639.1482,SBT-6-76,619.5472,639.1482,ARU,
SBT-6-76-30,662535.621,6124290.688,11,639.5715,SBT-6-76,619.9705,639.5715,EXTMIC,
SBT-6-76-31,662400.1884,6124255.463,11,654.1021,SBT-6-76,634.5011,654.1021,EXTMIC,
SBT-6-76-32,662437.635,6124249.769,11,645.7719,SBT-6-76,626.1709,645.7719,ARU,
SBT-6-76-33,662469.2009,6124245.082,11,648.177,SBT-6-76,628.576,648.177,EXTMIC,
SBT-6-76-34,662500.8322,6124254.242,11,652.2789,SBT-6-76,632.6779,652.2789,ARU,"Adjusted coordinates (2.45435,_3.03087)"
SBT-6-76-35,662533.385,6124249.6,11,648.3158,SBT-6-76,628.7148,648.3158,EXTMIC,
SBT-6-76-36,662399.7862,6124216.268,11,643.847,SBT-6-76,624.246,643.847,EXTMIC,
SBT-6-76-37,662432.7347,6124220.107,11,645.6614,SBT-6-76,626.0604,645.6614,ARU,
SBT-6-76-38,662464.3756,6124219.377,11,653.2679,SBT-6-76,633.6669,653.2679,EXTMIC,
SBT-6-76-39,662500.4844,6124215.239,11,646.5133,SBT-6-76,626.9123,646.5133,ARU,"Adjusted coordinates (1.29505,0.113302)"
SBT-6-76-40,662534.2203,6124221.769,11,654.282,SBT-6-76,634.681,654.282,EXTMIC,
SBT-6-76-41,662400.1703,6124186.558,11,644.7379,SBT-6-76,625.1369,644.7379,EXTMIC,
SBT-6-76-42,662432.2631,6124181.845,11,648.0104,SBT-6-76,628.4094,648.0104,ARU,
SBT-6-76-43,662462.6169,6124179.57,11,647.3276,SBT-6-76,627.7266,647.3276,EXTMIC,
SBT-6-76-44,662510.1466,6124181.633,11,646.8141,SBT-6-76,627.2131,646.8141,ARU,
SBT-6-76-45,662538.2587,6124180.787,11,647.7632,SBT-6-76,628.1622,647.7632,EXTMIC,"Adjusted coordinates (_0.973977,_2.41068)"
SBT-6-76-46,662396.9583,6124149.811,11,659.7741,SBT-6-76,640.1731,659.7741,EXTMIC,
SBT-6-76-47,662428.2645,6124141.453,11,655.3042,SBT-6-76,635.7032,655.3042,ARU,
SBT-6-76-48,662464.915,6124151.398,11,649.1172,SBT-6-76,629.5162,649.1172,EXTMIC,
SBT-6-76-49,662503.9742,6124151.173,11,649.3281,SBT-6-76,629.7271,649.3281,ARU,
SBT-6-76-50,662537.1213,6124151.978,11,650.2033,SBT-6-76,630.6023,650.2033,EXTMIC,
SBT-6-79-1,650188.6555,6144321.117,11,735.8348,SBT-6-79,716.4618,735.8348,ARU,
SBT-6-79-2,650229.7505,6144318.694,11,729.7815,SBT-6-79,710.4085,729.7815,EXTMIC,
SBT-6-79-3,650262.8127,6144314.86,11,732.6623,SBT-6-79,713.2893,732.6623,ARU,
SBT-6-79-4,650302.4207,6144315.041,11,734.5451,SBT-6-79,715.1721,734.5451,EXTMIC,
SBT-6-79-5,650327.4295,6144322.058,11,723.7819,SBT-6-79,704.4089,723.7819,ARU,
SBT-6-79-6,650191.6622,6144284.792,11,731.168,SBT-6-79,711.795,731.168,ARU,
SBT-6-79-7,650226.1514,6144284.685,11,727.9755,SBT-6-79,708.6025,727.9755,EXTMIC,
SBT-6-79-8,650263.5848,6144285.656,11,726.7803,SBT-6-79,707.4073,726.7803,ARU,
SBT-6-79-9,650301.4256,6144283.623,11,726.6257,SBT-6-79,707.2527,726.6257,EXTMIC,
SBT-6-79-10,650330.2938,6144289.579,11,725.9393,SBT-6-79,706.5663,725.9393,EXTMIC,
SBT-6-79-11,650191.6886,6144248.287,11,725.9769,SBT-6-79,706.6039,725.9769,ARU,
SBT-6-79-12,650225.763,6144250.783,11,723.9783,SBT-6-79,704.6053,723.9783,EXTMIC,
SBT-6-79-13,650259.1756,6144253.543,11,724.7799,SBT-6-79,705.4069,724.7799,ARU,
SBT-6-79-14,650300.1649,6144247.129,11,725.3473,SBT-6-79,705.9743,725.3473,EXTMIC,
SBT-6-79-15,650331.5254,6144251.703,11,721.4321,SBT-6-79,702.0591,721.4321,ARU,
SBT-6-79-16,650190.2094,6144214.614,11,726.6889,SBT-6-79,707.3159,726.6889,ARU,
SBT-6-79-17,650226.1446,6144215.917,11,723.4269,SBT-6-79,704.0539,723.4269,EXTMIC,Originally documented as ARU
SBT-6-79-18,650259.3077,6144220.455,11,724.7695,SBT-6-79,705.3965,724.7695,ARU,
SBT-6-79-19,650293.2546,6144218.707,11,727.5259,SBT-6-79,708.1529,727.5259,EXTMIC,
SBT-6-79-20,650325.2836,6144210.638,11,725.4907,SBT-6-79,706.1177,725.4907,ARU,
SBT-6-79-21,650188.3619,6144182.29,11,714.732,SBT-6-79,695.359,714.732,ARU,
SBT-6-79-22,650226.63,6144184.866,11,720.9492,SBT-6-79,701.5762,720.9492,EXTMIC,
SBT-6-79-23,650260.9858,6144179.593,11,726.8033,SBT-6-79,707.4303,726.8033,ARU,
SBT-6-79-24,650296.3596,6144184.969,11,719.9627,SBT-6-79,700.5897,719.9627,EXTMIC,
SBT-6-79-25,650330.886,6144181.65,11,720.2145,SBT-6-79,700.8415,720.2145,ARU,
SBT-6-79-26,650360.521,6144239.011,11,725.6094,SBT-6-79,706.2364,725.6094,EXTMIC,
SBT-6-79-27,650397.1639,6144245.48,11,727.7738,SBT-6-79,708.4008,727.7738,ARU,
SBT-6-79-28,650433.7169,6144242.692,11,718.3482,SBT-6-79,698.9752,718.3482,EXTMIC,
SBT-6-79-29,650465.9199,6144241.384,11,730.4541,SBT-6-79,711.0811,730.4541,ARU,
SBT-6-79-30,650500.4796,6144241.887,11,724.9412,SBT-6-79,705.5682,724.9412,EXTMIC,
SBT-6-79-31,650364.5479,6144210.582,11,715.6023,SBT-6-79,696.2293,715.6023,EXTMIC,
SBT-6-79-32,650399.24,6144209.551,11,717.3381,SBT-6-79,697.9651,717.3381,ARU,
SBT-6-79-33,650430.0764,6144211.866,11,725.8667,SBT-6-79,706.4937,725.8667,EXTMIC,
SBT-6-79-34,650469.5659,6144209.179,11,719.321,SBT-6-79,699.948,719.321,ARU,
SBT-6-79-35,650501.0883,6144207.975,11,720.0422,SBT-6-79,700.6692,720.0422,EXTMIC,
SBT-6-79-36,650358.7799,6144168.455,11,713.7055,SBT-6-79,694.3325,713.7055,EXTMIC,
SBT-6-79-37,650395.5032,6144167.65,11,711.7371,SBT-6-79,692.3641,711.7371,ARU,
SBT-6-79-38,650430.2838,6144171.531,11,718.5454,SBT-6-79,699.1724,718.5454,EXTMIC,
SBT-6-79-39,650467.6302,6144169.141,11,710.3475,SBT-6-79,690.9745,710.3475,ARU,
SBT-6-79-40,650499.5483,6144170.811,11,711.0157,SBT-6-79,691.6427,711.0157,EXTMIC,
SBT-6-79-41,650357.1575,6144128.635,11,719.1514,SBT-6-79,699.7784,719.1514,ARU,
SBT-6-79-42,650397.66,6144147.649,11,713.0017,SBT-6-79,693.6287,713.0017,ARU,
SBT-6-79-43,650432.6003,6144140.868,11,709.8048,SBT-6-79,690.4318,709.8048,EXTMIC,
SBT-6-79-44,650467.1076,6144135.072,11,704.7201,SBT-6-79,685.3471,704.7201,ARU,
SBT-6-79-45,650501.159,6144139.563,11,708.4497,SBT-6-79,689.0767,708.4497,EXTMIC,
SBT-6-79-46,650359.7584,6144107.603,11,706.2801,SBT-6-79,686.9071,706.2801,EXTMIC,
SBT-6-79-47,650396.5633,6144102.985,11,704.1405,SBT-6-79,684.7675,704.1405,ARU,
SBT-6-79-48,650432.0989,6144106.712,11,713.2687,SBT-6-79,693.8957,713.2687,EXTMIC,
SBT-6-79-49,650469.3207,6144102.771,11,712.1828,SBT-6-79,692.8098,712.1828,ARU,
SBT-6-79-50,650504.1888,6144097.566,11,702.1386,SBT-6-79,682.7656,702.1386,EXTMIC,
SBT-6-81-1,690464.8282,6119055.895,11,644.13,SBT-6-81,623.998,644.13,ARU,
SBT-6-81-2,690507.7046,6119056.608,11,641.1188,SBT-6-81,620.9868,641.1188,ARU,
SBT-6-81-3,690536.7854,6119051.136,11,644.6826,SBT-6-81,624.5506,644.6826,ARU,
SBT-6-81-4,690573.9276,6119050.379,11,645.4299,SBT-6-81,625.2979,645.4299,ARU,
SBT-6-81-5,690609.6341,6119053.333,11,645.9451,SBT-6-81,625.8131,645.9451,ARU,
SBT-6-81-6,690463.6429,6119022.476,11,643.0884,SBT-6-81,622.9564,643.0884,EXTMIC,
SBT-6-81-7,690499.4,6119018.5,11,647.5574,SBT-6-81,627.425,647.5574,EXTMIC,"Used coordinates from datasheet, differ from text file"
SBT-6-81-8,690535.9,6119017.3,11,648.0541,SBT-6-81,627.922,648.0541,EXTMIC,"Used coordinates from datasheet, differ from text file"
SBT-6-81-9,690572.7342,6119019.019,11,645.5991,SBT-6-81,625.4671,645.5991,EXTMIC,
SBT-6-81-10,690606.765,6119015.31,11,647.5307,SBT-6-81,627.3987,647.5307,EXTMIC,
SBT-6-81-11,690468.2925,6118984.57,11,645.1006,SBT-6-81,624.9686,645.1006,ARU,
SBT-6-81-12,690500.6534,6118982.727,11,644.2808,SBT-6-81,624.1488,644.2808,ARU,
SBT-6-81-13,690532.6853,6118979.227,11,645.9071,SBT-6-81,625.7751,645.9071,ARU,
SBT-6-81-14,690576.8153,6118983.192,11,646.67,SBT-6-81,626.538,646.67,ARU,
SBT-6-81-15,690601.4349,6118983.443,11,649.349,SBT-6-81,629.217,649.349,ARU,
SBT-6-81-16,690472.5053,6118939.49,11,648.0787,SBT-6-81,627.9467,648.0787,EXTMIC,
SBT-6-81-17,690500.7765,6118943.767,11,644.8448,SBT-6-81,624.7128,644.8448,EXTMIC,
SBT-6-81-18,690534.1145,6118944.154,11,645.9676,SBT-6-81,625.8356,645.9676,EXTMIC,
SBT-6-81-19,690570.7346,6118944.844,11,648.5868,SBT-6-81,628.4548,648.5868,EXTMIC,
SBT-6-81-20,690607.6043,6118943.746,11,649.8469,SBT-6-81,629.7149,649.8469,EXTMIC,
SBT-6-81-21,690471.0759,6118909.843,11,644.58,SBT-6-81,624.448,644.58,ARU,
SBT-6-81-22,690509.9872,6118913.926,11,653.1311,SBT-6-81,632.9991,653.1311,ARU,
SBT-6-81-23,690545.6153,6118912.499,11,661.999,SBT-6-81,641.867,661.999,ARU,
SBT-6-81-24,690569.5423,6118910.133,11,651.7228,SBT-6-81,631.5908,651.7228,ARU,
SBT-6-81-25,690605.0008,6118910.221,11,653.7283,SBT-6-81,633.5963,653.7283,ARU,
SBT-6-81-26,690484.3632,6118876.077,11,645.5451,SBT-6-81,625.4131,645.5451,EXTMIC,
SBT-6-81-27,690516.8868,6118881.338,11,649.6426,SBT-6-81,629.5106,649.6426,EXTMIC,
SBT-6-81-28,690547.9069,6118881.192,11,660.4626,SBT-6-81,640.3306,660.4626,EXTMIC,
SBT-6-81-29,690579.9367,6118878.512,11,652.9267,SBT-6-81,632.7947,652.9267,EXTMIC,
SBT-6-81-30,690614.888,6118879.304,11,654.6779,SBT-6-81,634.5459,654.6779,EXTMIC,
SBT-6-81-31,690479.2781,6118842.285,11,647.1973,SBT-6-81,627.0653,647.1973,ARU,
SBT-6-81-32,690516.4812,6118842.906,11,653.1694,SBT-6-81,633.0374,653.1694,ARU,
SBT-6-81-33,690549.4765,6118850.204,11,655.6048,SBT-6-81,635.4728,655.6048,ARU,
SBT-6-81-34,690586.2887,6118844.807,11,653.9665,SBT-6-81,633.8345,653.9665,ARU,
SBT-6-81-35,690619.414,6118843.908,11,655.2605,SBT-6-81,635.1285,655.2605,ARU,
SBT-6-81-36,690472.7646,6118814.312,11,653.2848,SBT-6-81,633.1528,653.2848,EXTMIC,
SBT-6-81-37,690511.9164,6118804.744,11,650.6884,SBT-6-81,630.5564,650.6884,EXTMIC,
SBT-6-81-38,690550.5368,6118816.156,11,653.9959,SBT-6-81,633.8639,653.9959,EXTMIC,
SBT-6-81-39,690584.2759,6118814.167,11,654.179,SBT-6-81,634.047,654.179,EXTMIC,
SBT-6-81-40,690616.7486,6118810.325,11,656.7392,SBT-6-81,636.6072,656.7392,EXTMIC,
SBT-6-81-41,690478.966,6118781.103,11,650.7715,SBT-6-81,630.6395,650.7715,ARU,
SBT-6-81-42,690512.6899,6118771.042,11,652.6909,SBT-6-81,632.5589,652.6909,ARU,
SBT-6-81-43,690554.425,6118768.82,11,656.1929,SBT-6-81,636.0609,656.1929,ARU,
SBT-6-81-44,690579.1605,6118773.093,11,658.5028,SBT-6-81,638.3708,658.5028,ARU,
SBT-6-81-45,690620.2393,6118769.408,11,659.3791,SBT-6-81,639.2471,659.3791,ARU,
SBT-6-81-46,690478.9342,6118739.975,11,642.8622,SBT-6-81,622.7302,642.8622,EXTMIC,
SBT-6-81-47,690514.4561,6118743.84,11,649.4512,SBT-6-81,629.3192,649.4512,EXTMIC,
SBT-6-81-48,690553.5538,6118734.718,11,654.8482,SBT-6-81,634.7162,654.8482,EXTMIC,
SBT-6-81-49,690582.2171,6118731.321,11,651.8513,SBT-6-81,631.7193,651.8513,EXTMIC,
SBT-6-81-50,690614.5882,6118741.864,11,653.8723,SBT-6-81,633.7403,653.8723,EXTMIC,
SBT-6-83-1,661604.4831,6121264.165,11,710.1565,SBT-6-83,690.6075,710.1565,ARU,
SBT-6-83-2,661628.4448,6121279.184,11,709.6711,SBT-6-83,690.1221,709.6711,EXTMIC,
SBT-6-83-3,661671.7186,6121299.965,11,714.3203,SBT-6-83,694.7713,714.3203,ARU,
SBT-6-83-4,661702.2272,6121316.064,11,706.9811,SBT-6-83,687.4321,706.9811,EXTMIC,
SBT-6-83-5,661723.613,6121332.979,11,705.7131,SBT-6-83,686.1641,705.7131,ARU,
SBT-6-83-6,661619.9734,6121236.482,11,707.0917,SBT-6-83,687.5427,707.0917,ARU,
SBT-6-83-7,661648.2413,6121251.668,11,708.6807,SBT-6-83,689.1317,708.6807,ARU,
SBT-6-83-8,661676.8097,6121279.102,11,709.5947,SBT-6-83,690.0457,709.5947,ARU,
SBT-6-83-9,661716.7113,6121285.994,11,706.3627,SBT-6-83,686.8137,706.3627,ARU,
SBT-6-83-10,661738.2106,6121308.724,11,705.3147,SBT-6-83,685.7657,705.3147,ARU,
SBT-6-83-11,661635.7212,6121208.76,11,716.3555,SBT-6-83,696.8065,716.3555,EXTMIC,
SBT-6-83-12,661667.8344,6121223.471,11,708.2339,SBT-6-83,688.6849,708.2339,EXTMIC,
SBT-6-83-13,661697.4177,6121239.417,11,707.7099,SBT-6-83,688.1609,707.7099,EXTMIC,
SBT-6-83-14,661732.6776,6121252.09,11,705.6559,SBT-6-83,686.1069,705.6559,EXTMIC,
SBT-6-83-15,661760.9328,6121268.399,11,703.0626,SBT-6-83,683.5136,703.0626,EXTMIC,
SBT-6-83-16,661658.1576,6121168.529,11,706.8584,SBT-6-83,687.3094,706.8584,ARU,
SBT-6-83-17,661677.7592,6121193.767,11,706.9876,SBT-6-83,687.4386,706.9876,ARU,
SBT-6-83-18,661728.6572,6121199.013,11,706.5363,SBT-6-83,686.9873,706.5363,ARU,
SBT-6-83-19,661743.3697,6121219.884,11,705.8607,SBT-6-83,686.3117,705.8607,ARU,
SBT-6-83-20,661781.2969,6121244.31,11,703.612,SBT-6-83,684.063,703.612,ARU,
SBT-6-83-21,661671.197,6121143.129,11,703.7079,SBT-6-83,684.1589,703.7079,EXTMIC,
SBT-6-83-22,661699.1437,6121163.47,11,706.4091,SBT-6-83,686.8601,706.4091,EXTMIC,
SBT-6-83-23,661735.1026,6121176.328,11,707.5023,SBT-6-83,687.9533,707.5023,EXTMIC,
SBT-6-83-24,661762.1913,6121191.263,11,704.4657,SBT-6-83,684.9167,704.4657,EXTMIC,
SBT-6-83-25,661792.7575,6121209.744,11,703.726,SBT-6-83,684.177,703.726,EXTMIC,
SBT-6-83-26,661561.1434,6121425.09,11,708.1961,SBT-6-83,688.6471,708.1961,ARU,
SBT-6-83-27,661589.717,6121437.331,11,710.6454,SBT-6-83,691.0964,710.6454,ARU,
SBT-6-83-28,661614.3537,6121460.208,11,718.4526,SBT-6-83,698.9036,718.4526,ARU,
SBT-6-83-29,661645.1641,6121476.133,11,706.0449,SBT-6-83,686.4959,706.0449,ARU,
SBT-6-83-30,661679.8907,6121501.684,11,708.4295,SBT-6-83,688.8805,708.4295,ARU,
SBT-6-83-31,661568.6337,6121397.451,11,709.8886,SBT-6-83,690.3396,709.8886,EXTMIC,
SBT-6-83-32,661597.9829,6121413.423,11,711.7122,SBT-6-83,692.1632,711.7122,EXTMIC,"Adjusted coordinates (0,1.3) JG: easting had been changed instead of northing"
SBT-6-83-33,661625.0223,6121433.54,11,708.9354,SBT-6-83,689.3864,708.9354,EXTMIC,
SBT-6-83-34,661659.9362,6121455.977,11,706.1914,SBT-6-83,686.6424,706.1914,EXTMIC,
SBT-6-83-35,661692.2516,6121466.607,11,704.0339,SBT-6-83,684.4849,704.0339,EXTMIC,"Adjusted coordinates (0,1.5) JG:easting had been changed instead of northing"
SBT-6-83-36,661598.1838,6121367.918,11,707.3543,SBT-6-83,687.8053,707.3543,ARU,
SBT-6-83-37,661618.1891,6121385.214,11,708.566,SBT-6-83,689.017,708.566,ARU,
SBT-6-83-38,661647.1777,6121408.26,11,710.5958,SBT-6-83,691.0468,710.5958,ARU,
SBT-6-83-39,661682.966,6121423.088,11,701.9429,SBT-6-83,682.3939,701.9429,ARU,
SBT-6-83-40,661710.7714,6121438.461,11,705.035,SBT-6-83,685.486,705.035,ARU,
SBT-6-83-41,661603.0479,6121334.697,11,710.8918,SBT-6-83,691.3428,710.8918,EXTMIC,
SBT-6-83-42,661626.1932,6121349.916,11,722.5666,SBT-6-83,703.0176,722.5666,EXTMIC,
SBT-6-83-43,661664.3252,6121365.701,11,710.3818,SBT-6-83,690.8328,710.3818,EXTMIC,
SBT-6-83-44,661699.3674,6121384.35,11,704.3674,SBT-6-83,684.8184,704.3674,EXTMIC,
SBT-6-83-45,661731.1998,6121403.315,11,705.4791,SBT-6-83,685.9301,705.4791,EXTMIC,
SBT-6-83-46,661620.3468,6121306.476,11,711.343,SBT-6-83,691.794,711.343,ARU,
SBT-6-83-47,661649.8269,6121325.902,11,715.7212,SBT-6-83,696.1722,715.7212,EXTMIC,
SBT-6-83-48,661685.2052,6121337.295,11,708.5033,SBT-6-83,688.9543,708.5033,ARU,
SBT-6-83-49,661710.7966,6121355.597,11,705.6333,SBT-6-83,686.0843,705.6333,EXTMIC,
SBT-6-83-50,661744.2685,6121369.937,11,705.827,SBT-6-83,686.278,705.827,EXTMIC,
SBT-6-84-21,646048.2859,6120707.196,11,708.2668,SBT-6-84,689.0718,708.2668,ARU,Re-project then calculated 3D shift manually
SBT-6-84-22,646073.9037,6120713.308,11,706.4867,SBT-6-84,687.2917,706.4867,ARU,Re-project then calculated 3D shift manually
SBT-6-84-23,646114.9797,6120712.542,11,711.7324,SBT-6-84,692.5374,711.7324,ARU,Re-project then calculated 3D shift manually
SBT-6-84-24,646146.5845,6120708.855,11,713.9255,SBT-6-84,694.7305,713.9255,ARU,Re-project then calculated 3D shift manually
SBT-6-84-25,646184.1213,6120714.774,11,714.6523,SBT-6-84,695.4573,714.6523,ARU,Re-project then calculated 3D shift manually
SBT-6-84-26,646044.3904,6120679.652,11,708.6738,SBT-6-84,689.4788,708.6738,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-27,646074.615,6120680.784,11,710.326,SBT-6-84,691.131,710.326,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-28,646117.0538,6120676.857,11,709.4977,SBT-6-84,690.3027,709.4977,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-29,646146.7513,6120676.002,11,709.9467,SBT-6-84,690.7517,709.9467,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-30,646184.8199,6120670.688,11,709.7217,SBT-6-84,690.5267,709.7217,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-31,646041.9041,6120634.134,11,709.4827,SBT-6-84,690.2877,709.4827,ARU,Re-project then calculated 3D shift manually
SBT-6-84-32,646082.0123,6120647.412,11,714.2223,SBT-6-84,695.0273,714.2223,ARU,Re-project then calculated 3D shift manually
SBT-6-84-33,646117.4485,6120641.782,11,717.9932,SBT-6-84,698.7982,717.9932,ARU,Re-project then calculated 3D shift manually
SBT-6-84-34,646152.0864,6120638.247,11,714.3234,SBT-6-84,695.1284,714.3234,ARU,Re-project then calculated 3D shift manually
SBT-6-84-35,646184.0422,6120641.992,11,716.6281,SBT-6-84,697.4331,716.6281,ARU,Re-project then calculated 3D shift manually
SBT-6-84-36,646049.7631,6120606.861,11,710.3672,SBT-6-84,691.1722,710.3672,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-37,646076.2286,6120620.773,11,719.9545,SBT-6-84,700.7595,719.9545,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-38,646117.4367,6120610.13,11,709.8723,SBT-6-84,690.6773,709.8723,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-39,646143.6274,6120612.374,11,712.7829,SBT-6-84,693.5879,712.7829,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-40,646181.2874,6120609.739,11,716.8901,SBT-6-84,697.6951,716.8901,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-41,646046.296,6120574.174,11,710.9096,SBT-6-84,691.7146,710.9096,ARU,Re-project then calculated 3D shift manually
SBT-6-84-42,646080.8849,6120573.013,11,714.863,SBT-6-84,695.668,714.863,ARU,Re-project then calculated 3D shift manually
SBT-6-84-43,646112.9572,6120568.87,11,715.4093,SBT-6-84,696.2143,715.4093,ARU,Re-project then calculated 3D shift manually
SBT-6-84-44,646156.0787,6120574.588,11,713.1952,SBT-6-84,694.0002,713.1952,ARU,Re-project then calculated 3D shift manually
SBT-6-84-45,646182.0064,6120570.516,11,721.7923,SBT-6-84,702.5973,721.7923,ARU,Re-project then calculated 3D shift manually
SBT-6-84-46,646049.7327,6120542.794,11,713.8656,SBT-6-84,694.6706,713.8656,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-47,646076.3005,6120541.847,11,716.0625,SBT-6-84,696.8675,716.0625,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-48,646114.7777,6120545.864,11,717.7434,SBT-6-84,698.5484,717.7434,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-49,646147.5185,6120537.778,11,723.4198,SBT-6-84,704.2248,723.4198,EXTMIC,Re-project then calculated 3D shift manually
SBT-6-84-50,646183.9373,6120543.39,11,723.1771,SBT-6-84,703.9821,723.1771,EXTMIC,Re-project then calculated 3D shift manually
